gene_id,eyestalk1,eyestalk2,eyestalk6,ganglion1,ganglion5,ganglion6,gill1,gill2,gill5,hepatopancreas2,hepatopancreas4,hepatopancreas5,heart1,heart2,heart5,intestine1,intestine3,intestine4,muscle1,muscle2,muscle5,ovary1,ovary2,ovary5,stomach1,stomach2,stomach5,testis3,testis4,testis6
LOC126985911,24.42,46.19,39.12,56.96,42.88,51.31,46.48,56.92,38.98,72.17,75.35,57.24,19.39,35.57,27.29,35.68,131.18,28.64,14.58,25.29,11.24,24.65,42.91,28.85,45.76,35,19.2,10.01,10.67,18.16
LOC126985912,0.27,1.23,1.62,4.12,4.43,2.88,1.56,1.31,0.7,2.25,4.3,3.49,0.63,0.81,0.65,1,1.18,0.4,0.2,0.32,0.37,5.7,7.13,8.66,3.89,1.42,1.8,0.32,0.62,0.5
LOC126985913,0.44,1.16,0.88,0.93,1.03,0,0,0,0,0.04,0,0,0.05,0,0,0,0,0,0,0.12,0.09,0.04,0.12,0.17,0.11,0.08,0,0,0,0.24
LOC126985914,4.33,4.57,3.83,10.37,6.74,8.63,6.91,2.5,4.07,5.15,5.63,5.35,5.05,4.37,5.98,3.36,3.97,2.78,3.43,2.97,3.04,9.28,48.32,8.3,12.86,6.41,6.52,1.8,2,1.88
LOC126985915,18.05,19.36,13.85,33.66,18.37,38.62,27.2,28.48,19.98,25.68,30.46,28.07,28.4,21.67,16.28,13.78,25.67,14.56,13.9,23.06,12.15,32.29,30.42,20.3,68.15,50.85,37.64,10.11,7.16,11.93
LOC126985916,0.1,0,0.11,0,0.29,0,0.3,0,0.15,0.04,0.05,0.05,0.05,0,0.06,0.06,0,0.08,0.14,0,0,0.63,1.03,0.64,0.53,0.09,0.26,0,0,0
LOC126985917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126985918,1.96,4.4,5.73,2.41,5.54,0.85,1.75,0.39,0,0.45,0.13,0.28,0,0,0,0,0,0,1.22,0.17,0,0.23,0.49,0.12,0.59,0,0.64,0,0,0.29
LOC126985919,0.54,1.75,2.19,1.78,3.41,0.08,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.06,0.04,0,0,0,0,0.02
LOC126985920,2509.28,1812.78,1828.31,1460.41,1390.9,2824.21,3214.2,3104.66,2389.09,1882.27,1712.29,1994.47,2207.67,2172.38,2159.38,1411.39,2572.58,2195.84,1525.86,2439.87,2204.98,1279.41,1049.73,1060.81,4276.05,4045.83,4705,1153.03,1443.7,1525.25
LOC126985921,5.76,5.12,4.99,4.07,5.11,13.65,6,8.25,9.12,6.79,13.34,16.71,10.65,14.01,9.59,3.49,11.52,7.16,6.73,6.58,6.15,12.44,9.1,13.85,17.96,19.37,11.85,4.84,5.27,7.03
LOC126985922,12.72,154.63,232.86,4.3,4.4,0,1.47,0,0.37,0.29,0.25,0.82,1.68,0.45,0.38,0.53,0.99,0,0,0.33,0.24,2.3,0.75,0.76,4.63,0.66,1.37,0.44,1.26,0.24
LOC126985923,0.96,2.71,3.63,3.58,4.69,5.9,2.88,1.35,4.47,3.22,2.39,1.18,4.58,2.9,5.02,3.88,2.41,2.01,0.9,1.47,1.67,0.93,1.71,1.57,2.4,2.16,1.85,0.69,1.2,1.05
LOC126985924,0,0.74,0.79,0.36,1.79,2.38,0.33,0.35,0.76,0.43,0.98,1.18,0.31,0.78,1.15,0.93,0.35,1.48,0.09,0.13,0.4,3.02,3.03,4.6,3.81,1.32,1.95,0.35,0.07,0.85
LOC126985925,5.02,3.06,2.01,6.83,5.13,6.82,7.74,3.31,4.76,3.68,3.2,3.07,5.71,4.28,3.9,1.81,3.96,1.68,2.26,2.04,1.7,8.8,14.78,17.48,7.87,6.36,7.46,1.85,2.52,1.32
LOC126985926,0,0.05,0.04,0.05,0.15,0,0.18,0,0.09,0.11,0.03,0.1,0.2,0.2,0.1,0.08,0.07,0.05,0.04,0,0.12,0,0,0.06,0,0,0.06,0.02,0.11,0.07
LOC126985927,6.54,6.65,5.58,10.14,11.15,7.46,6.42,6.19,6.37,6.13,7.41,8.01,7.51,7.95,7.34,4.9,6.73,3.75,5.91,11.72,7.43,6.73,5.8,5.13,9.45,9.85,7.6,1.88,1.54,1.38
LOC126985928,12.33,7.94,6.6,19.15,17.01,11.36,10.58,5.95,5.48,12.26,12.58,13.58,6.61,7.01,12.04,7.68,8.53,7.83,28.03,29.25,28.64,11.88,37.26,19.63,30.8,21.76,24.69,0.57,1.99,2.06
LOC126985929,1.61,3.36,2.41,7.75,5.99,2.54,3.14,3.77,3.6,4.04,6.07,3.48,1.97,2.39,1.7,2.64,5.21,2.08,1.57,1.35,1.38,3.09,4.05,2.91,7.09,4.74,3.04,0.44,1.34,0.89
LOC126985930,0.27,1.82,1.5,4.54,1.83,0.81,0.35,0.23,1.13,1.46,0.81,0.25,22.56,13.72,19.26,3.25,0.79,0.58,4.5,6.52,9.98,0.07,0.42,0.23,0.59,3,1.73,0.27,2.14,1.94
LOC126985931,0,0,0,0,0,0,0,0,0,2.69,0,0,39.7,9.7,7.05,4.29,0,0,0,8.65,19.39,0,0,0,0,0,1.43,0,11.33,1.63
LOC126985932,0,0.67,0.61,0.91,0.48,0.5,0.29,0.23,0.89,2.16,2.26,0.73,1.88,1.37,2.08,0.67,2,0.37,0.85,1.74,1.74,0.07,0.48,0.19,1.92,2.55,0.58,0.28,0.21,0.26
LOC126985933,1.6,11.06,12.15,46.49,83.8,6.2,1.16,1.34,1.26,21.95,34.4,23.81,0.81,0.62,0.57,1.78,0.89,0.54,0.47,0.35,0.24,0.62,10.28,1.09,4.66,0.97,0.95,0.02,0.01,0.09
LOC126985934,1063.26,1389.49,1382.34,2766.68,2596.83,1668.29,1672.91,1589.26,1554.32,1125.56,1151.8,1017.07,1233.15,1202.19,1240.04,1575.98,1179.28,1676.41,745.6,703.45,658.44,1090.98,1276.05,1045.37,2479.7,1929.18,1345.09,341.01,461.83,389.94
LOC126985935,1548.73,1280.82,1068.02,1113.11,907.36,2278.57,1436.3,1286.66,939.73,1216.53,829.71,1053.64,1687.5,1701.87,1638.79,1038.86,1410.83,961.06,1824,2365.09,2143.62,769.49,714.15,985.9,1795.64,2819.33,2268.32,709.56,1083.7,1130.92
LOC126985936,0.76,7.4,5.54,11.91,5.94,2.17,3.3,4.58,3.92,3.32,4.66,1.18,4.2,4.22,4.24,9.35,1.37,3.36,3.1,4.06,4.95,2.85,5.84,2.85,3.13,2.64,1.02,1.43,6.98,2.85
LOC126985937,0.22,0.51,0.58,0.66,0.11,0.52,0.18,0.07,0.15,0.53,0.18,0.11,0.21,0.25,0.09,0.27,0.42,0.29,0.27,0,0.16,0.86,2.08,2.27,0.46,0.34,0.29,0.12,0,0.13
LOC126985938,0,0,0,0.09,0,0,0,0,0,0.02,0.05,0.11,0,0,0,0,0,0,0,0,0,0.3,0.25,0.59,0,0,0,0,0,0
LOC126985939,3.53,3.81,4.06,8.43,5.26,5.27,5.73,3.95,3.39,2.64,3.44,3.11,3.74,3.79,3.26,6.08,2.63,2.76,3.22,2.48,2.77,6.6,4.56,6.44,5.7,4.49,3.82,1.19,1.61,1.87
LOC126985940,114.3,83.49,115.72,17.49,18.68,2.26,157.92,66.05,83.39,0.48,0,0,0,0.59,0,61.38,0,75.2,5.91,57.04,19.32,0,2.16,1.01,40.43,77.98,137.03,0.4,0,0
LOC126985941,0.46,3.14,4.16,3.37,3.65,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0.01,0.18,1.74,4.84,0,0.01,0,0.01,0.01,0
LOC126985942,4.4,4.81,3.85,19.33,13.32,13.2,8.19,6.24,4.56,7.6,12.97,5.79,5.09,4.91,4.98,4.81,9.66,4.34,3.06,2.97,1.72,15.05,34.78,7.15,53.27,25.47,11.96,1.42,2.7,2.05
LOC126985943,1.11,4.83,3.67,8.24,7.77,4.09,2.59,2.73,3.44,4.34,5.26,3.08,4.47,3.68,4.7,4.43,4.53,2.39,1.59,1.5,2.15,2.99,4.96,3.59,6.06,3.88,2.36,0.57,1.74,1.36
LOC126985944,0.02,0.15,0.09,0,0.37,0,0.05,0.24,0.15,0,0,0.03,1.32,0.45,0.53,0.2,0.06,3.83,0,0,0.1,0.28,0.46,0.4,0,0,0,0,0.03,0
LOC126985945,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126985946,1.11,9.04,8.41,25.66,39.64,10.1,3.84,4.08,4.86,10.53,7.48,11.3,15.98,23.28,12.87,3.11,15.07,2.72,1.51,2.67,1.74,3.21,5.74,3.16,9.95,5.49,2.88,0.64,3.07,3.1
LOC126985947,0.92,8.31,2.85,7.78,2.39,1.75,3.34,4.1,6.11,31.23,32.06,13.34,0.6,0.57,0.96,6.35,3.81,3.97,0.62,0.43,0.51,3.13,5.28,3.28,5.23,1.93,0.92,1.39,4.59,5.08
LOC126985948,0,0,0.04,0.34,0.06,0,0,0.06,0,0,0,0,0,0,0,0.33,0.04,0.42,0,0,0,0.03,0.14,0.1,0,0.03,0.05,0.56,1.59,1.46
LOC126985949,3.06,8.23,8.03,32.1,42.93,16.44,5.12,4.56,6.48,11.47,14.72,12.31,7.41,8.84,7.92,6.48,19.54,6.77,2.12,2.83,2.19,2.82,3.61,3.94,8.28,6.65,4.85,1.27,2.67,2.91
LOC126985950,0,0,0,0.95,1.45,0.22,0,0,0.6,0,0.1,0.44,0.11,0,0.23,0,0.24,0,0.14,0,0.1,0.18,0,0.27,0.7,0.09,0.06,0,0.05,0
LOC126985951,4.75,14.09,7.51,17.58,5.75,9,10.29,8.43,9.35,54.74,52.55,29.69,3.04,2.38,3.74,7.16,11.68,11.26,1.62,1.06,1.17,4.09,9.32,5.88,23.5,10.18,3.02,5.39,9.27,6.49
LOC126985952,9.94,2.04,7.12,2.2,12.06,27.63,12.35,1.93,6.85,9.34,10.94,36.16,0,1.17,3.03,3.39,6.41,26.38,1.87,2.94,0.38,1.16,1.79,5.19,15.78,15.51,27.92,6.85,0.3,0.85
LOC126985953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.09,0,0,0,0,0,0,0,0,0,0,0.01,0
LOC126985954,3.81,5.23,3.58,6.37,5.73,10.6,7.86,6.75,6.31,11.94,11.62,17.79,7.27,8.38,10.24,3.4,1.27,3.88,9.53,8.36,9.86,17.07,19.62,22.51,16.91,18.7,20.33,1.74,5.82,4.23
LOC126985955,3.9,4.1,3.75,4.84,3.81,6.53,3.42,2.25,2.14,2.44,2.79,2.96,7.41,16.32,9.09,2.28,3.52,2.23,11.37,22.34,18.88,27.69,18.67,47.83,4.2,7.3,5.57,0.33,0.57,0.79
LOC126985956,34.84,35.52,33.37,35.83,26.79,21.72,14.55,10.79,16.01,6.39,7.7,8.06,156.01,198.8,214.85,16.86,11.61,25.62,86.18,61.2,61.77,7.35,11.19,7.13,17.88,23.8,23.6,3.37,4.05,3.3
LOC126985957,0,0,0,0.11,0,0,0,0.15,0.15,0,0,0,0,0,0.06,0.13,0,0,0,0,0.05,0.05,0.23,0.09,0.18,0.13,0.05,0,0,0
LOC126985958,9.45,15.25,10.01,1.67,1.08,5.63,2.67,0.86,0.39,0.18,0.21,0.34,22.41,27.72,23.7,9.67,0.34,4.96,44.4,80.63,49.38,0.4,1.02,0.56,0.46,24.55,14.08,0.23,1.19,0.67
LOC126985959,2.84,2.22,2.33,1,0.49,7.66,1.67,0.38,0.8,1.04,2.25,0.39,16.14,10.65,11.67,1.21,0.06,1.61,5.25,3.17,5.64,0.48,0.58,0.42,3.37,6.02,1.75,0.32,0.4,0.53
LOC126985960,0.08,0.61,0.42,1.67,2.01,0.9,0.37,1.03,0.94,0.19,0.03,0.02,0.11,0.06,0.08,0.1,2.36,0.17,0.09,0.1,0.09,0.06,0.55,0.11,1.03,0.89,0.48,0.01,0.14,0.19
LOC126985961,14.13,38.74,26.84,105.1,126.22,28.01,35.38,57.6,65.67,33.75,38.51,34.84,24.9,29.16,28.06,46.84,79.49,35.01,24.7,16.18,13.31,28.95,287.51,25.99,28.02,21.93,13.75,9.24,16.47,13.62
LOC126985962,1.02,2.15,0.46,1.3,1.91,0.39,1.59,2.55,1.89,0.99,0.57,0.96,0.68,0.72,0.78,0.51,0.86,0.72,0.07,0.51,0.59,0.56,1.1,0.37,2.75,4.25,1.51,0.35,0.37,0.33
LOC126985964,0.55,1.78,2.05,1.18,2.18,3.85,2.78,3.56,6.4,2.64,1.29,1.93,7.93,9.18,8.98,2.38,3.42,2.16,2.49,6.85,3.53,0.83,2.12,1.2,1.82,5.9,1.9,0.09,0.53,0.22
LOC126985965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.06,0
LOC126985966,0.13,2.2,3.43,2.1,16.54,0.24,0.06,0.75,0,0,0,0,3.89,3.43,3.37,0.03,0.22,0.08,0.03,0.03,0,0.14,0.05,0.33,0.05,0.26,0.04,0,0,0
LOC126985967,1.36,5.64,9.68,5.69,41.64,0.2,0.18,0.5,0.18,0,0,0,12.45,9.98,9.14,0.04,0.25,0.24,0.12,0,0,0.16,0,0.03,0.17,0.21,0.11,0,0,0
LOC126985968,10.76,10.33,9.09,32.18,22.66,36.01,19.28,8.27,11.41,12.05,15.77,10.93,30.86,18.08,16.61,15.6,10.1,21.59,8.61,9.38,7.52,14.72,7.86,14.9,21.81,23.07,17.55,5,5.07,3.4
LOC126985969,0.98,7.15,4.39,11.05,10.1,2.3,0.11,0.11,0.22,0.65,0.19,0.28,0.04,0.04,0,2.68,1,1.94,0.31,0.58,0.12,1.1,1.87,0.7,0.24,7.63,3.94,0.04,0.2,0.04
LOC126985970,2.45,7.06,5.37,12.18,15.12,17.92,7.23,5.55,7.2,4.62,7.75,7.47,11.71,10.11,14.15,5.68,3.17,8.54,3.54,4.26,4.9,5.33,5.72,11.18,8.17,11.81,9.81,1.29,2.28,1.63
LOC126985971,0.16,0.44,0.29,1.84,4.26,0.45,14.59,6.25,11.21,9.44,5.94,4.13,32.96,10.16,12.65,2.89,0.49,1.99,0,0,0.12,1.64,1.15,1.79,0.42,0.43,0.25,0.02,0.07,0
LOC126985972,1.6,3.79,1.73,5.33,4.88,4.13,6.17,4.14,6.27,2.66,4.8,3.44,1.68,0.84,2.26,4.13,7.12,4.17,0.61,0.67,0.82,9.1,65.98,8.95,13.08,5.49,4.15,1.56,2.31,1.8
LOC126985973,0.22,1.67,1.87,0.27,0.15,0.1,3.6,5,0.27,0.28,0.05,0.38,0.05,0,0,0.06,0,0,0,0.06,0.13,0.47,0.78,0.92,0.11,0.16,0.29,0,0,0
LOC126985974,4.29,10.67,8.01,42.71,41.41,26.83,19.35,18.45,28.05,12.92,21.91,27.06,9.99,10.13,11.24,22.82,24.45,23.71,6.15,7.35,6.42,29.77,29.68,34.01,20.11,10.41,9.37,3.18,2.84,2.57
LOC126985975,0,0,0,0.4,0.27,0.38,1.84,0.13,0.89,0.45,0.26,0.28,2.71,0.37,0.48,0,0,0.56,0,0,0.16,0.23,0.11,0.31,0.3,0.23,0.38,0,0.04,0.05
LOC126985976,1.56,8.9,6.79,20.02,11.49,10.77,12.85,11.63,12.39,7.63,8.3,4.67,9.59,8.05,6.79,13.79,4.81,5.78,3.71,5.94,4.83,3.28,6.59,3.11,16.43,17.74,6.49,1.37,2.95,2.22
LOC126985977,5.8,9.04,6.81,21.84,14.07,12.14,7.42,5.51,6.36,10.89,10.2,5.22,9.46,8.63,6.92,7.65,8.31,4.02,3.88,2.73,3.34,11.38,12.39,11.72,18.45,12.87,6.64,1.01,3.9,3.44
LOC126985978,15.04,30.43,18.18,41.55,36.79,21.19,19.39,25.86,18.3,16.51,20.11,16.25,19.37,22.79,20.07,19.65,35.28,16.57,25.73,21.76,17.25,32.82,85.77,28.35,57.21,38.24,19.28,2.24,4.92,4.58
LOC126985979,0.31,0.56,0.47,2.09,2.81,2.28,1.08,1.16,1.85,0.56,1.06,0.71,1.39,0.99,1.09,1.39,0.55,1.67,0.29,0.63,0.6,0.02,0.1,0.25,2.27,5.35,4.73,0.49,0.39,0.14
LOC126985980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126985981,0.54,7.61,4.47,17.85,15.43,6.22,4.75,4.3,8.45,7.14,9.83,4.24,13.07,10.76,12.79,10.89,2.71,5.67,3.68,5.69,6.55,3.41,8.59,3.83,1.05,2.25,1.83,1.25,2.55,1.89
LOC126985982,34.14,31.21,56.42,54.96,49.92,463.28,77.44,38.95,32.37,65.07,38.99,24.27,28.85,15.88,14.98,17.23,44.63,50.68,12.31,38.65,11.86,32.77,57.43,29.57,16.81,62.63,47.19,10.89,27.71,19.36
LOC126985983,1.49,1.72,0.6,5.22,1.35,1.01,4.21,1.68,1.26,2.71,1.88,0.27,0.45,0.58,0.7,1.4,2.13,2.9,0.27,1.21,0,0.49,1.16,0.75,3.73,2.05,2.89,0.22,0.51,1.62
LOC126985984,11.36,11.63,12.11,35.55,30.18,19.61,14,7.29,16.78,7.84,11.89,10.13,24.23,21.22,32.72,11.06,7.68,19.76,12.87,12.63,11.48,3.64,7.06,3.98,4.77,7.27,6.46,3.15,3.95,1.88
LOC126985985,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.4,0
LOC126985986,0,0,0.44,1.92,1.01,1.77,1.95,0,0.13,0.09,0.7,0.1,1.57,0.21,0.51,0.46,0.55,0,0.49,0,0.09,0.34,0,0,0.67,0.14,0.06,0,0.24,0.11
LOC126985987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126985992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126985995,0,0,0,0.2,0,0,0.13,0,0,0,0.07,0.07,0.15,0,0,0,0.8,0,0,0,0.06,0.06,0,0,0,0,0,0,0,0
LOC126985997,0,0,0,0.13,0,0,0,0,0.13,0,0,0,0.18,0.74,0.19,0,0,0,0,0,0,0,0,0.23,0.1,0,0,0,0,0
LOC126985998,0,5.49,0,1.09,0.71,7.46,0,25.35,0,2.95,0,0,0.18,5.09,0,0.2,0,0,0,1.73,0,0.79,8.87,0.36,10.03,7.15,1,0,0,0
LOC126985999,0,0.25,0.07,0.17,0.54,0.25,0,0.25,0,0.19,0.06,0,0.06,0.24,0.06,0.29,0,0,0,0.15,0.05,0,0.14,0,0,0,0.04,0,0,0.06
LOC126986000,1.23,4.13,2.1,6.33,7.36,2.39,4.04,3.79,2.84,3.59,2.86,2.11,2.15,4.18,2.04,3.33,1.72,1.32,1.32,4.98,4.75,4.53,5.7,4.69,10.76,9.76,6.29,0.36,1.17,1.83
LOC126986001,0,3.88,0.13,0.3,31.74,1.42,1.27,6.42,0.21,0,0.32,0.2,0.11,7.37,9.75,0.7,0.51,0.52,0.14,5.62,1.86,0,0.55,0.53,0.66,0.38,0.11,0,0,0
LOC126986002,0,0.09,0,1.13,0,0,0,0.19,0,0.29,0.06,0,0,0.27,0,0.54,0,0.34,0.17,0,0,0.56,0,0.14,0.14,0.13,0.08,0,0.49,0
LOC126986003,0,0.09,0,0,0,0,0,0,0,0.58,0.06,0,0,0,0,0,0,0.68,0,0,0.12,0,0.8,0.14,0,0.13,0,0.21,0.37,0.25
LOC126986004,0,0.04,0,0,0.04,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126986005,0.81,2.35,1.84,8.16,4.96,1.46,0.87,1.02,1.73,1.4,1.93,0.76,1.51,1.2,1.43,3.83,1.78,0.85,0.28,0.38,0.49,1.66,4.7,1.78,1.11,0.87,0.46,0.44,1.75,1.74
LOC126986006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126986007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0
LOC126986008,0.31,0.59,0.31,0.92,0.83,0.47,0.56,0.78,0.44,0.75,1.04,0.36,0.41,0.4,0.24,0.52,0.47,0.29,0.26,0.28,0.61,2.24,3.3,2.14,1.55,0.89,0.43,0.08,0.25,0.11
LOC126986009,0.09,0.88,0.48,1.04,1.2,0.36,0.16,0.63,0.87,1.05,1.6,0.46,0.67,0.64,1.22,1.45,0.2,0.51,0.4,0.21,0.71,0.92,1.04,0.92,0.15,0.35,0.08,0.11,0.39,0.4
LOC126986010,1.26,3.33,3.54,5.92,2.82,3.2,2.39,1.33,1.33,1.44,3.22,1.53,3.85,2.46,2.28,3.27,1.89,2.47,1.32,2.31,1,0.81,1.41,0.92,2.02,1.62,0.81,0.6,2.05,1.34
LOC126986011,3.47,6.08,5.45,6.88,12.7,0.32,0.11,0.02,0.04,0.04,0.06,0.12,0.23,0.64,0.26,2.66,0.27,4.73,6.93,10.04,5.03,0.03,0.04,0,0.03,5.96,3.56,0.01,0.48,0.17
LOC126986012,0,0,0,0.54,0.68,0.27,0.2,0,0,0.09,0.46,0.11,0,0,0.23,0.15,0,0,0,0.14,0,0.18,0.29,0.24,0,0,0.08,0,0,0.07
LOC126986013,0.05,7.28,3.22,0.99,0.16,0,0.1,0.04,0.04,0.02,0.08,0,0.27,0.3,0.11,0.03,0,0,0,0.03,0,0,0.06,0.02,0,0.02,0.05,0.02,0.04,0.03
LOC126986014,2.25,8.87,3.99,80.54,36.08,16.01,15.9,11.61,18.92,12.08,13.57,8.72,13.5,10.17,14.14,6.17,9.2,1.86,8.71,6.37,7.93,12.63,19.36,9.17,4.7,7.78,6.29,2.73,4.21,4.54
LOC126986015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126986016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04
LOC126986017,0.04,0.17,0.05,0,0.18,0,0.07,0.11,0,0,0.07,0,0.16,0.44,0.89,0.24,0,0.06,0,0,0.11,0,0,0.17,0,0,0.05,0,0.02,0
LOC126986018,40.98,33.89,27.13,30.8,0.41,0.21,30.25,44.58,44.23,1.6,0,0.48,1.29,0.99,0.74,34.15,0.08,45.09,14.53,1.93,23.52,81.25,42.98,116.16,6.66,29.45,24.64,2.17,9.75,3.86
LOC126986019,0,0.64,1.03,0,0,1.79,0,0,0,0,0,0,0.91,0,0.48,0,0,0,0,0.57,0,1.54,1.66,0.78,0,0.38,0,0,0,0
LOC126986020,0.23,0.47,0.43,0.62,0.5,0.09,0.16,0.18,0.18,0.34,0.31,0.3,0.08,0.13,0.09,0.2,0,0.39,0.11,0.1,0.07,7.32,5.91,4.22,0.14,0.03,0.13,0.06,0.27,0.16
LOC126986021,0.91,1.49,0.74,4.59,2.2,1.33,3.4,2.48,1.41,1.52,0.95,0.34,1.3,1.54,0.53,1.16,7.24,0.9,0.29,0.35,0.21,2.39,1.62,0.49,2.6,2.55,0.91,0.09,0.16,0.48
LOC126986022,0,0.52,2.51,0,0,0,3.82,1.05,8.95,0,0,0,1.03,0,0.31,0,0,0,0,0.09,0.33,3.4,0.71,2.14,0,0.06,0.04,0,0,0
LOC126986023,0,0.65,1.06,0,0,0,4.62,0,11.67,0,0,0,0.23,0,0.25,0,0,0,0,0,0,0.98,0.56,1.99,0.25,0,0.28,0,0,0
LOC126986024,0,0,0,0,0.23,2.5,0,0,0,4.92,4.09,6.76,0,0,0,0,2.68,0,0,0,0,0.13,0,0,0,0,0,0,0.37,0
LOC126986025,0,0,0,0,0.05,12.38,0,0,0.02,4.5,5.04,2.09,0,0,0,0.01,18.23,0,0,0,0,0,0,0.02,0,0.01,0.04,0,0,0.01
LOC126986026,0.93,3.76,1.9,4.37,36.31,1.05,3.19,1.3,15.68,48.34,16,21.66,2.84,0.59,1.87,8.98,37.97,3.9,0.45,0.21,3.66,0.7,5.91,0.8,2.08,0.98,4.03,0.58,0.83,0.43
LOC126986027,0.07,0.15,0,0.06,0.03,0,0.27,0.19,0.07,0,0,0,0.03,0,0.01,0.04,0,0.12,0,0.14,0.03,0.08,0.02,0,0,0.07,0.04,0.02,0.07,0.09
LOC126986028,1.61,5.46,3.29,24.32,36.5,4.24,5.57,5.21,6.21,3.15,3.23,2.5,1.99,3.14,1.69,4.39,1.73,3.08,1.41,1.24,0.97,13.53,8,14.57,4.4,2.37,1.52,1.51,2.03,1.32
LOC126986029,0.42,0.52,0.37,1.51,1,0.19,1.03,0.56,0.06,0.08,0,0,0.6,0.05,0.2,0.11,0.21,0,0.36,0.06,0,3.02,1.21,2.3,1.52,1,0.5,0.27,1.13,0.37
LOC126986030,1.04,2.7,2.53,3.83,2.53,1.67,1.5,1.46,2.21,2.48,4.65,1.21,2.72,3.18,2.63,2.87,0.34,1.05,1.08,2.09,2.8,3.04,3.02,2.79,3.86,2.38,0.6,0.36,1.83,1.38
LOC126986031,0,0,0,0.11,0,0,0,0,0,0.24,0.14,0.53,0,0,0,0,0.5,0,0,0,0,0,0.36,0.25,0,0,0,0,0,0
LOC126986032,0,0,0,0,0,0,0,0,0,0.05,0,0.06,0,0,0,0,0,0,0,0,0,0.14,0.27,0.34,0,0,0,0,0,0
LOC126986033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0.66,1.51,0,0,0,0,0,0
LOC126986034,0.44,1.57,1.1,1.45,1.83,0.49,0.43,0.66,0.84,1.22,1.23,0.6,1.76,3.56,2.79,0.88,0.54,0.23,0.63,0.5,0.98,0.6,1.26,0.96,0.32,0.71,0.31,0.27,0.49,0.48
LOC126986035,5.13,14.51,19.69,18.32,9.89,1.69,4.8,6.11,5.13,0.34,0.18,0.14,40.33,22.09,29.81,28.88,0.32,11.42,5.09,6.13,4.23,4.8,6.55,3.95,2.08,2.92,1.53,1.91,5.82,3.68
LOC126986036,0.04,0.24,0.38,0.44,0.38,0.36,0.31,0.3,0.71,0.38,0.48,0.09,0.46,0.09,0.58,0.46,0.38,0.13,0.27,0.05,0.07,0.57,1.83,0.4,0.09,0.21,0.05,0.03,0.14,0.07
LOC126986037,0.49,9.77,3.11,0,0,0,0,0,0,0,0,0,8.57,13.33,12.02,2.43,0,0,3.73,10.72,15.99,0,0,0,0,1.22,0.53,0,0.18,0.2
LOC126986038,0.62,0.97,0,1.02,4.13,0,0,0,0,0,0,0.71,1.37,0.69,0.73,0,0,0,0,0.86,0.63,0,0,0,2.98,2.26,5.54,0,0,0.36
LOC126986039,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0.33,1.29,0.18,0,0,0,0,0,0
LOC126986040,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.34,0.61,0,0.06,0,0,0.03,0
LOC126986041,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126986042,0.72,12.53,0,7.36,0.14,0,2.41,16.55,0.17,2.94,0.43,0,0,7.06,0,19.21,0,0,0.49,6.21,0,0.2,4.13,0,0.52,23.08,0,0,1.25,4.55
LOC126986043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.33,0,0.3,0.23,1.41,0,0,0
LOC126986044,0.19,0,0,0,0,0.43,1.53,0.3,0.29,0,0,0,0.63,0,0,0.26,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0
