gene_id,eyestalk1,eyestalk2,eyestalk6,ganglion1,ganglion5,ganglion6,gill1,gill2,gill5,hepatopancreas2,hepatopancreas4,hepatopancreas5,heart1,heart2,heart5,intestine1,intestine3,intestine4,muscle1,muscle2,muscle5,ovary1,ovary2,ovary5,stomach1,stomach2,stomach5,testis3,testis4,testis6
LOC127004263,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0.12,0,0,0
LOC127004264,0.11,0.17,0.29,1.59,0,0,0.51,0,0.17,0,0.23,0,0.48,0,0.13,0.54,0.13,0,0,0,0.11,0,2.52,0.31,0,0,0,0.68,0.12,0.06
LOC127004265,0.08,0,0,0.13,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.07,0,0,0,0.07,0,0,0.04,0.05
LOC127004266,0.12,0.55,0.74,0.97,0.59,0.82,1.13,0.75,0.18,0,0,0.4,0.52,0.13,0.42,1,0.15,1.62,0,0,0,0.66,1.58,0.22,0,0,0.23,0.11,0.26,0
LOC127004267,0.05,0.47,0.09,1.81,0.1,0.27,0.43,0.08,0.32,1.23,1.66,0.41,0.47,0.74,0.37,1.17,0.33,0.5,0.08,0.26,0.24,0.28,1.25,0.56,0.61,0.2,0.21,0.19,0.45,0.38
LOC127004268,5.23,15.94,16.09,0.14,0.44,0,0.54,0.55,0.27,0,0,0,0,0,0,1.87,0,0.6,0.87,0.6,0,0,0,0,0.95,2.1,2.76,0,0.05,0.05
LOC127004269,0.38,1.56,2.4,4.16,7.66,0.24,0,0.04,0,0.05,0,0.06,7.84,11.75,8.67,0.1,0.29,0.22,0,0.04,0.03,0.26,0.83,0.22,0,0.02,0.12,0,0,0.03
LOC127004271,2.13,1.96,3.17,4.11,6.93,14.53,5.88,4.38,5.45,1.48,2.36,4,5.7,3.53,5.18,2.53,6.39,3.22,2.67,2.43,1.74,1.76,1.35,2.27,7.9,3.84,2.71,0.5,1.02,0.83
LOC127004272,0.92,0.26,0.32,2.06,1.97,3.93,2.24,0.8,1.31,0.08,0.26,0.29,0.93,0.38,0.2,0.68,1.04,0.86,0,0.7,0.17,1.57,1.35,0.24,5.8,6.39,3.71,0.07,0.55,0.55
LOC127004273,100.26,42.81,8.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,5.32,3.4,1.2,0,0,0.1,0.25,0.26,0.19
LOC127004274,0.28,0.18,0,0.18,0.09,0,0,0,0,0,0,0,0,0,0,0.6,0,0.38,0,0,0,0.1,0.15,0.11,0,0.05,0.04,0.09,0.03,0
LOC127004275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127004276,8.3,11.31,3.6,23.64,21.57,8.91,18.36,21.3,30.03,18.03,13.3,14.33,12.75,18.13,9.29,10.69,23.68,11.61,8.8,7.63,4.68,16.93,18.63,16.49,10.53,10.23,4.92,0.65,1.34,1.66
LOC127004278,2.07,9.05,6.14,17.21,0,5.15,3.72,6.43,0,10.54,7.28,0,7.88,4.71,0,9.58,9.32,3.81,5.53,1.69,0,9.58,14.08,0,4.06,2.11,0,1.53,4.36,7.85
LOC127004280,0.63,1.78,2.39,0.55,1.1,0.04,0,0,0,0.02,0.02,0,2.53,0,7.81,5.94,0.02,5.62,0,0,0.06,0.03,0.03,0.04,0,0.04,0.09,0,0,0
LOC127004281,0.2,2.63,0.5,5.37,4.98,0.23,1.22,0.79,2.62,1.36,1.45,0.11,1.32,1.01,1.64,3.73,1.6,1.36,1.41,0.14,0.88,0.74,2.26,1.04,1.44,0.18,0,0.16,0.48,0.71
LOC127004282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127004283,2.07,5.28,4.27,9,7.06,9.73,6.8,9.84,9,9.24,10.24,5.95,4.75,6.07,3.38,8.86,8.74,6.71,4.35,5.12,2.88,4.18,5.73,5.98,13.79,11.09,4.77,1.53,2.11,2.17
LOC127004284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127004285,0.32,0,0.07,0,0,0,0.11,0,0.49,0,0,0,0,0,0,0.35,0,0,0,0,0,0.05,0.07,0.1,0,0,0.11,0,0,0
LOC127004286,0,0.65,0.78,0.64,0.67,1.86,0,0.81,0,2.43,1.33,0.04,0,0.12,0,0.18,0.13,0.93,0,0,0.07,0,0,0,0.04,0,0,0,0,0
LOC127004287,0.43,4.67,2.99,6.9,16.35,1.12,0.41,0.38,0.25,2.32,1.93,0.85,0.79,1.07,0.84,9.49,4.17,3.65,0.11,0.05,0,0.7,2.22,0.71,0.19,0.18,0.13,0,0.34,0.64
LOC127004288,0,0.42,0.14,0.18,0.04,0.06,0.06,0.21,0.08,0.47,0.14,0,0,0,0.03,3.29,0.03,0.23,0,0,0,0,0.07,0,0.06,0,0,0,0.06,0.11
LOC127004289,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0
LOC127004290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.04,0,0,0
LOC127004291,0,0,0,0,0,0.06,0,0.08,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.09,0.07,0.16,0.12,0.07,0,0,0,0
LOC127004292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0
LOC127004293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127004294,0.73,2.53,2.55,25.75,19.16,2.32,2.15,1.11,4.4,0.13,0,0.03,1.86,2.69,1.55,3,0.14,1.25,0,0.31,0.25,0.34,0.49,0.05,0.27,0.42,0.5,0.16,1.13,0.94
LOC127004295,0.1,0,0.59,0.08,0,0.37,0,0,0.27,0.09,0,0,0,0.07,0,0,0.13,0,0,0,0,0,0,0,0,0,0.03,0,0.06,0.1
LOC127004296,0.2,0.71,0,0.53,0.36,0,0.4,0.1,0.44,0.36,0,0,0,0.28,0.08,0.12,0,0.22,0,0,0.13,0,0,0,0.08,0.48,0,0.04,0.39,0.64
LOC127004297,0.04,0.14,0.06,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.17,0.08,0,0,0,0,0.12,0,0,0.5,0,0,0.02,0
LOC127004298,0,0.11,0,0,0,2.7,0,0,0,0.07,0,0,0,0,0,0,0.9,0,0,0,0,0.61,1.55,0.27,0,0.07,0,0,0.04,0
LOC127004299,0.08,2.9,1.43,9.38,8.37,0.94,0.5,1.92,0.38,0.07,0,0,2.77,3.37,2.57,2.27,0,0,0.23,0.34,1.19,0.6,0.54,0.46,0.1,0.07,0.32,0,0.09,0.24
LOC127004300,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,1.69,0.44,0.78,0,0,0,0,0,0
LOC127004301,0,0,0,0,0,0,0,0.88,0.43,0,1.17,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0.18,0,0.15,0
LOC127004302,2.17,4.93,1.66,4.19,8.92,9.39,7.67,7.2,19.97,5.3,4.59,8.44,11.28,25.23,17.3,1.64,4.57,3.04,2.52,9.5,10.64,11.14,12.84,18.88,10.59,12.22,4.32,1.56,3.67,1.27
LOC127004303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.14,0,0,0,0,0,0
LOC127004304,0.31,0,0.39,0.76,0.52,1.42,0.31,0,0.24,0.28,0.16,0.53,0.17,0.17,0.18,0.21,0.19,1.32,0,0,0,0,0,0,0,0.43,0.3,0,0.33,0
LOC127004305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127004306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127004307,2.05,3.57,3.95,14.8,11.49,5.86,7.36,13.38,9.91,0.11,0,0,1.6,1.36,1.42,1.62,0.9,1.86,0.68,2.34,0.24,1.12,1.45,1.26,4.52,3.01,4.41,5.83,3.65,5.62
LOC127004308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127004309,0,0,0,0,0,0,1.21,0.79,1.19,0,0,0,0,0,0,0.66,0,0.46,0,0,0,0,0,0,0,0.04,0,0,0,0
LOC127004310,0.08,0,0,0,0.22,0.62,0,0,0,3.14,0,0,0,0,0,0,0.17,0,0,0,0,0.18,1.07,0.28,0,0,0.22,0,0,0.04
LOC127004325,2.52,8.07,6.21,17.41,13.92,7.17,6.52,7.82,7.96,5.27,5.79,4.16,5.79,6.14,7.03,9.49,7.24,6.14,3.75,3.95,4.12,7.78,10.6,6.57,7.93,5.95,3.09,1.76,3.91,2.55
LOC127004326,8.92,18.41,6.76,20.74,9.73,6.36,9.71,18.14,13.19,14.11,8.84,4.72,6.14,14.47,8.01,10.16,9.82,9.14,9.39,10.57,5.9,18.78,14.97,17.91,37.87,21.6,10.66,1.45,1.77,0.53
LOC127004327,4.18,6.83,7.27,12.87,21.96,12.39,60.41,24.68,28.59,6,5.13,10.49,1.4,0.81,1.41,2.73,20.87,3.6,0.94,1.99,0.95,2.07,2.81,0.81,2.25,2.44,2.14,5.6,6.39,4.64
LOC127004328,5.13,11.65,8.64,31.66,28.76,38.84,10.42,5.69,6.42,35.82,18.71,23.73,6.02,4.08,5.61,8.05,20.45,6.27,1.96,2.34,1.51,4.22,10.27,3.73,3.33,4.16,2.83,1.79,2.04,1.37
LOC127004329,0.1,2.75,0.91,2.92,3.07,0.47,0.93,1.38,1.47,2.83,2.05,0.82,1.02,0.92,0.85,1.26,1.67,0.17,0.25,0.31,0.37,2.8,3.89,2.47,0.81,0.44,0.15,0.24,1.11,1.61
LOC127004330,0.5,0.63,1.02,0.33,0.76,0.12,0.21,0.24,0.16,0.18,0,0.06,0.28,0.34,0.42,0.74,0.13,0.43,0.14,0,0.1,0.05,0.07,0.48,0.18,0.75,0.23,0.16,0.08,0.12
LOC127004331,0,0,0.11,0,0,2.37,0,0,0,37.08,36.57,56.79,0,0,0,0,0,0,0,0,0,3.39,0.45,0.4,0,0,0.06,0,0,0
LOC127004332,0,0,0.04,0,0,0,0,0,0,0.57,0,0.46,0,0,0,0,0,0,0,0,0,0.06,0,0.33,0,0.03,0.02,0.03,0,0.02
LOC127004333,1.56,3.71,1.21,7.96,5.54,5.27,3.25,5.32,5.08,6.14,5.85,5.38,4.49,5.77,4.35,4.11,3.38,4.8,2.97,2.79,2.22,3.88,17.3,4.96,13.88,10.25,4.41,2.13,2.45,2.76
LOC127004334,0,0.58,0.49,0.37,0.12,1.61,0,1.39,0.24,0.71,1.5,0.86,1,0.88,0.95,4.98,0.69,2.13,0.34,0.34,0.14,0.94,10.39,1.25,2.01,2.93,0.2,0.17,0.59,0.53
LOC127004335,46.26,97.48,54.82,217.03,210.41,147.23,129.04,186.3,157.12,85.85,120.27,104.79,122.66,118.01,117.95,121.54,151.28,118.4,80.51,70.31,72.13,82.26,123.36,82.03,389.33,214.65,125,25.92,31.74,42.05
LOC127004336,0.06,0.35,0.37,0.49,1.09,0,0,0,0,0.08,0.06,0.04,0.02,0.06,0,0.35,0.05,0.19,0.08,0.03,0.05,0.05,0,0.02,0.02,0.14,0.02,0.01,0.04,0.02
LOC127004337,0,4.6,0,0,0,2.65,5.53,34.84,9.27,23.21,29.13,0,0,0,0,5.19,2.7,0,0,4.07,0,0.81,47.73,2.48,0,16.28,0,3.2,3.77,61.3
LOC127004338,0,0,0.31,0.12,0.06,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.55,0.05,0.1,0,0,0.13,0,0,0,0,0.06,0
LOC127004339,59.39,38.5,36.35,121.66,98.04,59.8,83.26,74.05,73.49,45.37,53.82,59.25,80.75,70.47,70.51,49.63,56.42,64.52,73.97,60.27,63.09,71.23,222.72,66.72,186.69,114.89,109.18,14.8,20.52,15.39
LOC127004340,420.47,264.68,290.63,1.82,1.44,1.23,0.25,0.59,0.99,1.45,1.8,0.98,338.2,316.28,296.68,247.22,5.05,268.01,6162.3,2355.7,3317.39,0.11,0.66,0.35,1.19,595.74,1098.45,3.54,8.81,12.45
LOC127004341,0.14,0.37,0.17,0.96,0.46,0.81,0.85,0.22,0,0.22,0.32,0.23,0.46,0.27,0.24,0.23,0.09,0.06,0,0.05,0.07,10.02,162.46,10.36,18.57,9.24,6.1,0.11,0.09,0.04
LOC127004342,0,0,0,0,0,3.19,0,0,0,3.37,1.49,1.95,0,0,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0.17
LOC127004343,5.27,6.47,5,34.14,40.88,16.84,16.84,13.68,16.22,108.04,56.24,36.37,5.68,4.11,2.45,11.37,20.33,9.92,3.56,2.61,0.58,23.52,15.86,18.09,59.34,29.49,13.8,4.62,10.13,3.96
LOC127004344,0,0.56,0.6,0.58,1.39,0,0.97,0,0,0.87,0,0.27,0,0,0,0,0.44,0,0,0,0,119.53,52.45,120.98,0,0.11,0.08,0,0,0
LOC127004345,0.72,2.27,1.24,9.01,5.99,2.69,3.25,2.11,2.74,0.99,1.25,0.88,1.61,1.68,0.92,2.85,0.61,3.2,0.37,0.36,0.26,13.17,9.53,12.42,13.19,6.59,4.13,0.41,0.79,0.75
LOC127004346,6.68,9.5,6.6,11.51,13.35,14.63,9.68,9.15,29.15,8.59,9.92,14.98,43.49,29.1,48.23,9.08,9.6,8.77,14.52,11.28,14.68,6.77,6.32,12.53,15.6,11.76,12.54,1.84,1.86,2.2
LOC127004347,0,0,0.07,0,0,0.15,0.13,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.18,0.36,0.22,0,0,0,0
LOC127004348,8.61,11.54,8.06,31.64,31.06,14.7,13.63,19.49,17.11,14.25,18.48,19.27,14.06,12.12,15.21,19.52,26.36,18.12,4.95,4.94,6.85,21.91,32.76,23.81,114.5,57.1,41.41,3.19,4.66,3.84
LOC127004349,2.5,3.76,2.68,32.03,31.71,14.19,6.57,6.4,6.59,4.08,6.6,4.71,2.46,2.49,6.03,21.31,8.48,19.6,0.92,0.44,0.74,40.2,40.36,33.11,15.84,10.55,9.76,1.12,1.9,2.34
LOC127004350,0.11,0.36,0.48,1.12,2.85,0,1.61,3.82,1.21,0,0.03,0,0.04,0.16,0,5.99,0.19,1.86,0.11,0.05,0.04,5.44,4.53,5,0.28,0.28,0.03,0.27,1.47,1.07
LOC127004351,19.47,30.22,19.22,60.79,42.41,25.02,34.79,35.06,45.29,25.11,32.89,39.62,28.38,26.77,30.83,28.98,32.16,34.96,31.1,21.56,25.68,39.46,75.37,35.01,72.43,41.38,28.12,9.66,13.28,11.38
LOC127004352,1.96,12.96,6.54,23.69,12.85,3.75,4.94,5.81,1.94,5.04,7.09,4.16,5.45,5.53,5.05,11.97,2.66,3.52,2.34,1.74,3.26,7.83,23.95,5.96,4.43,7.12,2.53,1.1,1.65,1.57
LOC127004353,6.39,12.75,13.3,32.42,28.88,15.21,6.95,6.28,4.87,4.88,10.15,8.42,6.09,9.89,9.48,11.79,8.31,12.07,6.34,5.66,4.92,12.76,33.66,10.61,10.67,14.24,11.79,3.38,2.6,1.77
LOC127004354,0.01,0.53,0.18,0.82,0.97,0.08,0.2,0.33,0.19,0.42,0.4,0.17,0.46,0.12,0.18,0.59,0.17,0.32,0.15,0.12,0.11,0.68,1.18,0.52,0.18,0.25,0.03,0.03,0.08,0.04
LOC127004355,4.8,11.28,7.26,28.35,24.55,22.01,9.88,12.34,19.04,12.25,15.44,11.49,11.89,12.8,11.71,10.67,11.57,14.98,9.47,12.13,7.78,4.56,6.15,4,36.04,27.13,13.97,3.34,5.5,3.62
LOC127004356,7.11,14.16,9.56,17.57,17.3,17.31,9.11,9.37,10.7,21.71,19.58,14.02,9.46,10.72,10.58,14.05,17.82,9.51,6.57,7.15,8.94,7.63,20.02,10.75,13.88,12.39,7.22,3.52,6.54,6.53
LOC127004357,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.18,13.57,12.75,0,0,0,0,0.01,0.01
LOC127004358,0,0.03,0,0,0,0,0.02,0,0,0,0,0,0,0.04,0,0.02,0,0,0,0,0,3.41,8.09,6.32,0,0,0,0.01,0,0.01
LOC127004359,0.77,8.5,3.72,124.39,49.74,6.65,0.89,1.33,3.55,0.08,0.1,0,1.23,1.84,1.84,3.12,0,1.24,0.13,0.56,2.14,0.38,0.6,0.48,2.13,0.49,0.18,0.04,0.06,0.19
LOC127004360,0.88,2.66,2.17,6.26,8.83,0.82,2.45,0.86,0.79,0.58,0.43,0.28,0.4,1.38,0.08,3.11,1.39,1.4,0.4,0.82,0.92,0.58,1.14,0.5,0.1,1.22,0.38,0.03,0.13,0.18
LOC127004361,50.82,80.64,40.01,134.9,85.18,65.42,67.3,72.53,115.22,141.55,74.23,88.76,26.11,31.93,60.5,89.13,216.91,57.95,28.29,18.4,33.99,199.43,179.12,177.76,82.28,51.85,33.97,28.5,36.12,41.23
LOC127004362,3.26,2.5,2.5,5.01,2.89,8.99,5.45,3.29,2.98,5.77,2.22,1.86,1.47,1.64,2.29,5.62,3.77,7.9,0.92,1.45,0.55,12.19,11.92,8.18,29.95,28.17,8.6,1.78,1.67,1.04
LOC127004363,2.1,1.41,2.65,133.44,342.8,5.36,6.76,3.81,2.95,5.01,0.21,0.91,0.22,0,0.35,6.31,16.92,3.26,0.14,0.55,0,2.52,5.77,8.27,0.36,0.83,0.26,0.16,0.16,0.18
LOC127004364,310.52,678.18,306.83,999.53,432.68,93.49,264.94,60.55,69.01,530.9,637.5,1240.48,16.55,13.15,16.87,258.63,2.59,200.02,3.58,2.75,4.02,68.59,408.76,79.27,46.39,149.03,90.4,12.92,0.37,0.32
LOC127004365,7,14.5,18.6,22.14,4.77,23.74,37.22,45.2,43.84,3.85,24.16,39.6,5.01,6.18,9.4,5.85,207.17,4.46,8.88,6.23,12.23,19.38,32.03,42.6,143.99,83.02,74.85,1.71,0.77,0.35
LOC127004366,7.9,7.21,2.34,12.27,2.43,1.25,3.22,0.32,0.15,2.08,3.48,5.44,0.18,0.07,0.04,1091.52,0.08,1638.18,0.33,0.09,0,0.06,0.84,0.03,14.75,13.22,10.18,0.42,0,0.04
LOC127004367,0.24,1.36,0.8,0.93,1.19,0,1.17,1.5,1.52,0,0,0,0,0.37,0,201.55,0,121.42,0,0.11,0,1.18,1.74,2.11,2.11,4.7,5.11,0.06,0,0.1
LOC127004368,9.03,20.69,14.1,37.95,26.92,6.71,23.07,24.68,23.84,19.96,22.16,14.11,17.39,13.2,12.37,16.01,25.07,9.96,18.39,8.12,12.32,16.81,27.1,15.47,15,10.53,5.99,2.37,4.78,5.5
LOC127004369,1.71,3.16,6.84,5.9,4.62,3.72,4.92,2.89,2.23,3.7,8.8,5.88,2.13,1.97,1.2,0.89,6.66,0.9,0.35,1.31,0.52,6.17,12.79,8.93,5.84,5.29,5.12,5.07,8.07,10.73
LOC127004370,3730.99,2535.34,2102.91,3687.73,3731.5,5902.96,4455.04,6545.62,4365.69,3618.47,2848.46,3797.05,3734.66,4133.87,4002.66,2517.77,4632.51,4352.65,3376.99,4239.27,3791.06,2108.8,2445.24,1908.54,7922.27,7260.75,6475.36,1735.34,2066.63,2327.41
LOC127004371,4.53,9.08,3.9,11.73,8.43,8.39,7.5,10.16,8.89,11.09,9.37,10.29,9.56,10.54,9.46,4.32,2.92,4.99,8.14,7.07,6.82,8.98,16.98,11.42,23.03,20.55,13.1,3.58,3.87,3.35
LOC127004372,3.43,8.65,3.17,17.22,13.18,9.23,13.43,51.99,13.88,6.07,7.19,4.04,6.05,9.29,5.13,10.66,8.13,6.13,4.07,3.45,4.06,27.3,75.19,66.8,44.92,19.64,8.5,1.46,1.29,1.14
LOC127004373,42.31,56.87,32.59,117.75,86.74,39.57,62.28,65.91,49.36,80.73,76.85,70.06,77.45,76.85,63.11,69.33,118.45,72.94,104.05,55.08,47.45,42.22,273.45,51.78,113.89,87.43,47.83,19.51,24.76,19.56
LOC127004374,5.84,10.5,5.07,20.33,13.84,13.99,8.26,15.07,9.21,12.64,15.32,13.13,17.22,20.7,16.78,16.35,14.57,14.19,15.06,11.05,8.67,9.36,22.01,8.45,22.15,14.84,7.12,2.6,5.18,3.65
LOC127004375,2.83,7.95,1.09,6.52,4.69,12.11,8.79,14.31,5.04,10.05,13.6,11.48,4.39,13,3.54,2.77,6.3,6.68,3.98,7.07,2.54,43.4,145.66,40.33,26.35,35.19,14.44,1.79,3.59,2.49
LOC127004376,3.43,15.4,7.38,31.92,31.89,44.4,21.86,75.41,13.4,110.2,93.83,129.66,2.26,2.65,2.86,3.6,131.76,6.04,3.02,4,1.87,18.73,73.14,20.08,8.66,10.66,3.97,4.14,4.39,5.88
LOC127004377,4.46,7.44,5.47,15.58,13.02,14.16,8.74,10.5,10.4,10.26,7.78,9.51,6.44,7.69,9.35,8.36,21.75,8.64,7.22,5.14,4.47,11.14,13.34,11.02,13.13,9.95,6.14,1.11,1.4,1.35
LOC127004378,80.3,50.76,27.93,111.37,108.36,51.7,110.11,100.35,119.04,51.29,46.8,52.83,32.86,27.91,46.58,44.05,61.9,44.75,22.82,13.27,22.36,94.54,91.66,81.71,101.66,38.06,66.26,25.53,25.32,40.61
LOC127004379,51.1,53.69,30.55,147.69,107.11,110.4,189.47,157.57,222.03,115.61,74.43,111.9,307.05,314.93,276.49,128.41,70.7,111.56,157.76,107.75,109.94,298.54,174.14,196.18,123.42,93.96,105.45,19.79,35.96,29.36
LOC127004380,10.88,13.4,8.2,41.22,31.9,51.75,72.97,61.56,66.37,26.05,19.53,22.66,22.05,31.48,37.23,55.64,14.12,44.87,5.77,8.25,9.11,19.31,27.25,21.55,33.91,20.81,30.53,6.12,11.92,10.06
LOC127004381,0.54,1.09,0.22,2.03,3.21,1.06,2.82,4.03,3.82,2.53,1.35,1.33,1.13,2.79,1.89,4.05,0.54,4.98,0.23,0.59,0.47,0.67,1.3,1.59,1.17,2,1.13,0.54,0.69,0.24
LOC127004382,0,0,0.05,0,0,14.19,0,0,0,17.95,11.24,16.39,0,0,0,0,19.15,0,0,0,0,0,0,0,0,0,0.03,0,0,0
LOC127004383,0.41,0.61,0.43,0,0,0,0.07,0.23,0.2,0,0,0,0,0,0,0.86,0,0.43,0,0.05,0.07,0,0,0,0.09,0.02,0.08,0,0,0
LOC127004384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127004385,3.98,9.45,5.32,16.39,18.48,12.33,7.23,14.48,17.64,10.32,9.2,11.37,6.31,10.13,7.37,9.46,4.31,8.53,5.85,4.25,5.83,20.07,30.63,20.77,16.07,13.96,11.59,1.72,3,3.58
LOC127004386,106.23,147.43,108.91,123.67,159.15,66.35,284.93,216.51,622.31,66.66,52.97,57.69,411.95,412.28,354.82,126.37,91.89,102.95,322.67,169.21,171,75.02,76,66.25,69.62,86.72,72.32,5.19,9.5,9.52
LOC127004387,21.09,49.06,29.9,92.77,69.97,48.67,43.8,95.14,72.61,57.15,61.25,52.15,70.03,84.88,56.86,73.65,100.9,47.83,68.59,46.49,35.91,53.63,68.79,49.8,53.89,57.01,22.16,7.9,14.23,13.48
LOC127004388,10.33,16.67,7.98,25.58,24.15,16.6,20.63,19.77,25.13,18.28,19.24,17.69,7.04,6.14,10.07,18.37,26.46,12.14,5.63,4.81,4.99,13.79,128.38,11.91,30.68,19.74,15.45,3.97,6.59,4.57
LOC127004389,0.34,0.99,0.87,5.36,10.19,0,0.12,0,0,0,0,0,0,0.06,0.07,0.08,0,0,0,0,0,0,0.08,0.05,2.85,0.8,1.03,0,0.03,0
LOC127004390,7.29,20.08,10.07,46.39,37.91,23.06,30.65,35.08,48.32,31.02,32.94,27.38,23.35,30.01,26.8,29.12,27.82,24.04,11.02,14.96,10.64,11.49,84.33,13.67,58.52,37.59,15.85,2.98,5.67,5.51
LOC127004391,0,0.06,0.02,0.06,0.27,0,0,0,0,3.01,0.04,0.08,0,0,0,0,0,0,0,0,0,0.1,0,0.24,0,0.02,0,0,0,0
LOC127004392,0,0,0,0,0,0.31,0,0,0,3.39,9.78,25.28,0,0,0,0.18,0,0,0,0,0,0.25,0.36,0,0.49,0.11,0,0.74,0.13,0.22
LOC127004393,2,1,0.51,5.26,0,42.26,5.77,1.66,0.87,15.86,10.14,21.18,1.6,0.81,0.47,4.09,9.88,1.24,0.11,0.11,0.71,0.52,0,0.46,3.3,0.67,0.64,3.13,2.27,0.82
LOC127004394,11.46,14.32,10.8,26.77,34.92,18.72,17.18,18.33,15.59,22.47,19.71,20.83,18.7,25.17,21.58,11.94,15.99,10.67,14.86,21.89,13.19,67.77,56.88,30.44,47.82,30.71,16.35,6.03,4.2,4.12
LOC127004395,0.09,0.56,0.11,1.02,0.3,0,4.38,0.14,0,0.32,0.09,0,0,0,0,0.24,0,0,0,0,0,734.98,127.84,601.62,0.11,0.17,0,0.07,0.1,0
LOC127004396,3.69,6.74,2.29,9.39,5.27,5.4,5.42,5.38,5.65,5.51,5.19,5.12,2.27,1.95,1.46,2.74,7.16,4.14,1.87,0.73,1,5.13,8.75,3.86,7.99,4.01,2.63,4.35,4.55,5.81
LOC127004397,0.13,0.2,0.16,0,0,0,14.01,6.95,26.82,0,0,0,0,0,0,0.3,0,0.33,0,0,0,0.72,0.26,0.92,0,0.03,0.02,0,0,0.04
LOC127004398,3.41,6.88,4.86,11.4,6.7,3.96,6.36,5.63,6.3,4.82,4.39,3.78,7.64,8.95,7.36,5.48,4.4,3.23,5.66,4.83,6.85,8.71,11.42,7.24,4.33,4.43,2.31,0.83,1.04,1.26
LOC127004399,0.17,0.32,0.44,0.92,1.21,0.61,0.13,0.58,0.55,0.9,0.87,0.62,0.09,0.23,0.43,0.24,0.53,0.21,0,0.17,0.12,4.31,2.77,3.11,1.99,1.13,0.39,0.03,0.1,0.25
LOC127004400,0.25,0.4,0.08,1.25,0.64,1.04,1.44,0.91,0.99,0.06,0.07,0.07,0.49,0.5,0,0.17,0.32,0,0,0.18,0.13,0.12,0.68,0.18,2.15,2.12,0.97,0,0.03,0.08
LOC127004401,171.72,50.43,36.93,162.91,175.79,98.32,253.78,97.81,378.7,24.31,38.83,58.23,333.47,193.37,245.56,97.65,114.22,123.47,186,72.43,139.23,138.29,44.22,93.22,58.27,33.54,89.23,9.67,5.36,7.07
LOC127004402,0.36,78.67,27.71,4.39,4.49,0.21,0.18,0,0,0.33,0,0,0.5,0.6,1.37,5.27,1.44,0.31,0.13,0.25,0,1.58,1.68,0.93,0,0.33,0.12,0.14,0,0
LOC127004403,0.31,0.23,0.38,1.22,0.17,1.09,0.11,0.25,0,8.3,28.79,43.05,0.06,0,0.06,1.38,1.02,0.71,0.07,0,0,0.24,1.24,1.12,0.19,0.05,0.24,0,0.06,0
LOC127004404,5.44,22.03,11.29,0.17,0,17.35,1.98,3.09,0.05,688.23,658.85,394.83,0.04,0.04,0,138.66,0.85,76.45,0.15,0,0,0.32,0.59,0.19,22.56,9.53,27.03,0,0.11,0.04
LOC127004405,16.13,22.39,17.75,86.23,84.35,27.02,51.91,42.45,72.81,10.67,13.45,15.6,16.25,14.65,21.71,37.64,34.02,30.66,9.06,9.56,13.14,12.85,47.73,15.81,40.26,28.99,31.15,5.72,7.55,6.79
